Ищет работу на должность:,Последнее/нынешнее место работы,Последняя/нынешняя должность,Обновление резюме,Авто,Образование,Пол,Возраст,Опыт работы (месяц),Город,Готовность к переезду,Готовность к командировкам,Занятость_полная занятость,Занятость_частичная занятость,Занятость_проектная работа,Занятость_волонтерство,Занятость_стажировка,График_полный день,График_сменный график,График_гибкий график,График_удалённая работа,График_вахтовый метод,salary_value,salary_cur_name,salary_currency,date_x,date_y,exchange_rate,ЗП (руб)
Системный администратор,Фермерское хозяйство «Курочка Губернская»,Системный администратор,2019-05-07,Не указано,высшее,М,26,55.0,город-миллионник,True,True,True,False,True,False,False,True,True,True,False,True,40000.0,руб.,RUB,2019-05-07,,1.0,40000.0
Инженер-программист,Информационные Технологии Будущего,Инженер-программист,2019-04-14,Не указано,высшее,М,27,61.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,1000.0,USD,USD,2019-04-14,2019-04-14,64.5171,64517.1
Системный администратор,"ООО ""Трансремком""",Системный администратор,2019-04-26,Имеется собственный автомобиль,неоконченное высшее,М,26,83.0,другие,False,False,True,False,False,False,False,True,False,False,False,False,60000.0,руб.,RUB,2019-04-26,,1.0,60000.0
Руководитель интернет-проектов,Космос-Веб,Менеджер проектов,2019-04-08,Не указано,высшее,М,27,92.0,город-миллионник,True,True,True,False,False,False,False,True,False,False,False,False,80000.0,руб.,RUB,2019-04-08,,1.0,80000.0
Сервисный инженер,"ПАО ""Запсибкомбанк""",ведущий сервисный инженер,2019-04-10,Не указано,высшее,М,55,221.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-04-10,,1.0,40000.0
Супервайзер отдела продаж,ООО Сибирские сети,Супервайзер отдела прямых продаж,2019-04-15,Не указано,среднее специальное,М,24,70.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,50000.0,руб.,RUB,2019-04-15,,1.0,50000.0
Frontend-разработчик (React),АвантиФарма,Frontend-разработчик,2019-04-22,Не указано,неоконченное высшее,М,26,134.0,другие,False,True,True,True,False,False,False,True,False,True,False,False,170000.0,руб.,RUB,2019-04-22,,1.0,170000.0
Ведущий специалист,"АО ""Сибэко""",Ведущий специалист,2019-04-22,Не указано,высшее,М,30,74.0,город-миллионник,False,False,True,True,False,False,False,True,False,True,False,False,40000.0,руб.,RUB,2019-04-22,,1.0,40000.0
Интернет-маркетолог,WhyNot,Менеджер проектов,2019-04-22,Не указано,высшее,Ж,22,13.0,Москва,False,False,True,False,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-04-22,,1.0,40000.0
Ведущий специалист/инженер/менеджер проектов  по информационной безопасности,"ООО ""Транснефть-Технологии""",Ведущий специалист,2019-04-22,Не указано,высшее,Ж,25,32.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,130000.0,руб.,RUB,2019-04-22,,1.0,130000.0
Инженер-программист,АО ЗРТО,Инженер,2019-04-14,Не указано,высшее,М,29,88.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,False,False,False,80000.0,руб.,RUB,2019-04-14,,1.0,80000.0
Инженер по эксплуатации БС,Ростелеком,Инженер по эксплуатации бс,2019-04-18,Имеется собственный автомобиль,высшее,М,32,86.0,другие,False,False,True,False,False,False,False,True,False,False,False,False,40000.0,руб.,RUB,2019-04-18,,1.0,40000.0
Коммерческий директор / Руководитель отдела продаж и развития,"ООО ""Роспартнер""",Коммерческий директор,2019-04-26,Имеется собственный автомобиль,высшее,М,33,125.0,Москва,False,True,True,False,False,False,False,True,False,False,False,False,250000.0,руб.,RUB,2019-04-26,,1.0,250000.0
Web-разработчик,ООО Нома Рус,Web-разработчик,2019-05-07,Имеется собственный автомобиль,высшее,М,29,88.0,город-миллионник,False,True,True,False,False,False,False,True,False,True,False,False,110000.0,руб.,RUB,2019-05-07,,1.0,110000.0
Менеджер,Gas Impex kz,Менеджер абонентского отдела,2019-04-26,Не указано,высшее,Ж,32,118.0,другие,False,True,True,False,False,False,False,True,False,False,False,False,100000.0,KZT,KZT,2019-04-26,2019-04-26,0.170151,17015.1
Ассистент отдела логистики,Банк Образование,Инкассатор,2019-04-22,Имеется собственный автомобиль,высшее,М,31,105.0,Москва,False,False,True,False,False,False,False,True,False,False,False,False,35000.0,руб.,RUB,2019-04-22,,1.0,35000.0
Инженер,TELE2 Россия,Инженер по строительству сети,2019-05-07,Имеется собственный автомобиль,высшее,М,32,113.0,Санкт-Петербург,False,True,True,False,False,False,False,True,False,False,False,False,50000.0,руб.,RUB,2019-05-07,,1.0,50000.0
Системный администратор,"ООО ""Макдоналдс""",Член бригады ресторана,2019-04-15,Не указано,неоконченное высшее,М,23,23.0,Санкт-Петербург,False,True,True,True,True,False,True,True,True,True,False,False,40000.0,руб.,RUB,2019-04-15,,1.0,40000.0
Контент-редактор сайта,Movavi,Редактор сайта,2019-04-22,Не указано,высшее,Ж,24,58.0,город-миллионник,True,True,True,True,True,False,False,True,True,True,False,False,45000.0,руб.,RUB,2019-04-22,,1.0,45000.0
Системный администратор,"ООО ""АйТи Групп""",Специалист технической поддержки,2019-04-21,Не указано,высшее,М,27,34.0,другие,True,True,True,False,False,False,False,True,False,False,False,False,60000.0,руб.,RUB,2019-04-21,,1.0,60000.0
Ведущий специалист Отдела Автоматизации / Системный Администратор,Московский филиал ОАО «НСТ-БАНК»,Начальник отдела автоматизации,2018-07-27,Не указано,высшее,М,45,271.0,Москва,True,True,True,True,False,False,False,True,True,True,False,False,90000.0,руб.,RUB,2018-07-27,,1.0,90000.0
Менеджер по сопровождению клиентов,"ООО ""Деметра""",Администратор,2019-04-18,Не указано,высшее,Ж,26,45.0,город-миллионник,False,False,True,False,False,False,False,True,False,False,False,False,25000.0,руб.,RUB,2019-04-18,,1.0,25000.0
Системный аналитик/консультант,О’КЕЙ – Федеральная розничная сеть,Главный бизнес-аналитик,2019-04-11,Имеется собственный автомобиль,высшее,Ж,29,87.0,Санкт-Петербург,False,True,True,True,False,False,False,False,False,True,False,False,110000.0,руб.,RUB,2019-04-11,,1.0,110000.0
